no,slug,name,category,reliability,coinedYear,namedAfter,url
1153,the-unruh-effect,The Unruh Effect,physics,Contested,1976,William G. Unruh,https://conyso.com/lawtome/laws/the-unruh-effect/
1154,anfinsens-dogma,Anfinsen's Dogma,biology,Empirical,1961,Christian B. Anfinsen,https://conyso.com/lawtome/laws/anfinsens-dogma/
1155,levinthals-paradox,Levinthal's Paradox,biology,Heuristic,1969,Cyrus Levinthal,https://conyso.com/lawtome/laws/levinthals-paradox/
1156,the-warburg-effect,The Warburg Effect,medicine,Empirical,1924,Otto Heinrich Warburg,https://conyso.com/lawtome/laws/the-warburg-effect/
1157,wolffs-law,Wolff's Law,medicine,Heuristic,1892,Julius Wolff,https://conyso.com/lawtome/laws/wolffs-law/
1158,optimal-foraging-theory,Optimal Foraging Theory,biology,Heuristic,1966,,https://conyso.com/lawtome/laws/optimal-foraging-theory/
1159,knudsons-two-hit-hypothesis,Knudson's Two-Hit Hypothesis,medicine,Empirical,1971,Alfred G. Knudson,https://conyso.com/lawtome/laws/knudsons-two-hit-hypothesis/
1160,hormesis,Hormesis,biology,Contested,1943,,https://conyso.com/lawtome/laws/hormesis/
1161,the-von-thunen-model,The Von Thünen Model,economics,Heuristic,1826,Johann Heinrich von Thünen,https://conyso.com/lawtome/laws/the-von-thunen-model/
1162,central-place-theory,Central Place Theory,economics,Heuristic,1933,Walter Christaller,https://conyso.com/lawtome/laws/central-place-theory/
1163,reillys-law-of-retail-gravitation,Reilly's Law of Retail Gravitation,economics,Heuristic,1931,William J. Reilly,https://conyso.com/lawtome/laws/reillys-law-of-retail-gravitation/
1164,the-tiebout-model,The Tiebout Model,economics,Contested,1956,Charles M. Tiebout,https://conyso.com/lawtome/laws/the-tiebout-model/
1165,the-demographic-transition,The Demographic Transition,sociology,Empirical,1929,,https://conyso.com/lawtome/laws/the-demographic-transition/
1166,verdoorns-law,Verdoorn's Law,economics,Empirical,1949,Petrus Johannes Verdoorn,https://conyso.com/lawtome/laws/verdoorns-law/
1168,directors-law,Director's Law,economics,Heuristic,1970,Aaron Director,https://conyso.com/lawtome/laws/directors-law/
1169,hofmanns-rule,Hofmann's Rule,chemistry,Heuristic,1851,August Wilhelm von Hofmann,https://conyso.com/lawtome/laws/hofmanns-rule/
1170,bredts-rule,Bredt's Rule,chemistry,Empirical,1924,Julius Bredt,https://conyso.com/lawtome/laws/bredts-rule/
1171,baldwins-rules,Baldwin's Rules,chemistry,Heuristic,1976,Jack Edward Baldwin,https://conyso.com/lawtome/laws/baldwins-rules/
1172,bartholomaes-law,Bartholomae's Law,linguistics,Empirical,1883,Christian Bartholomae,https://conyso.com/lawtome/laws/bartholomaes-law/
1173,sieverss-law,Sievers's Law,linguistics,Empirical,1878,Eduard Sievers,https://conyso.com/lawtome/laws/sieverss-law/
1174,dahls-law,Dahl's Law,linguistics,Empirical,1903,Edmund Dahl,https://conyso.com/lawtome/laws/dahls-law/
1175,courvoisiers-law,Courvoisier's Law,medicine,Heuristic,1890,Ludwig Georg Courvoisier,https://conyso.com/lawtome/laws/courvoisiers-law/
1176,hiltons-law,Hilton's Law,medicine,Heuristic,1863,John Hilton,https://conyso.com/lawtome/laws/hiltons-law/
1177,wallaces-rule-of-nines,Wallace's Rule of Nines,medicine,Heuristic,1951,Alexander Burns Wallace,https://conyso.com/lawtome/laws/wallaces-rule-of-nines/
1180,vegards-law,Vegard's Law,chemistry,Empirical,1921,Lars Vegard,https://conyso.com/lawtome/laws/vegards-law/
1181,matthiessens-rule,Matthiessen's Rule,physics,Empirical,1864,Augustus Matthiessen,https://conyso.com/lawtome/laws/matthiessens-rule/
1182,the-wiedemann-franz-law,The Wiedemann-Franz Law,physics,Empirical,1853,Gustav Wiedemann and Rudolph Franz,https://conyso.com/lawtome/laws/the-wiedemann-franz-law/
1183,moseleys-law,Moseley's Law,physics,Empirical,1913,Henry Moseley,https://conyso.com/lawtome/laws/moseleys-law/
1184,the-triangle-inequality,The Triangle Inequality,mathematics,Empirical,,,https://conyso.com/lawtome/laws/the-triangle-inequality/
1185,the-cayley-hamilton-theorem,The Cayley-Hamilton Theorem,mathematics,Empirical,1858,Arthur Cayley and William Rowan Hamilton,https://conyso.com/lawtome/laws/the-cayley-hamilton-theorem/
1186,the-hall-petch-relationship,The Hall-Petch Relationship,physics,Empirical,1951,E. O. Hall and N. J. Petch,https://conyso.com/lawtome/laws/the-hall-petch-relationship/
1187,paris-law,Paris' Law,physics,Empirical,1961,Paul C. Paris,https://conyso.com/lawtome/laws/paris-law/
1188,griffiths-criterion,Griffith's Criterion,physics,Empirical,1921,Alan Arnold Griffith,https://conyso.com/lawtome/laws/griffiths-criterion/
1189,archards-wear-equation,Archard's Wear Equation,physics,Empirical,1953,John Frederick Archard,https://conyso.com/lawtome/laws/archards-wear-equation/
1190,fouriers-law-of-heat-conduction,Fourier's Law of Heat Conduction,physics,Empirical,1822,Joseph Fourier,https://conyso.com/lawtome/laws/fouriers-law-of-heat-conduction/
1191,ficks-laws-of-diffusion,Fick's Laws of Diffusion,physics,Empirical,1855,Adolf Fick,https://conyso.com/lawtome/laws/ficks-laws-of-diffusion/
1192,the-chandrasekhar-limit,The Chandrasekhar Limit,astronomy,Empirical,1931,Subrahmanyan Chandrasekhar,https://conyso.com/lawtome/laws/the-chandrasekhar-limit/
1193,the-roche-limit,The Roche Limit,astronomy,Empirical,1848,Édouard Roche,https://conyso.com/lawtome/laws/the-roche-limit/
1195,the-tully-fisher-relation,The Tully-Fisher Relation,astronomy,Empirical,1977,R. Brent Tully and J. Richard Fisher,https://conyso.com/lawtome/laws/the-tully-fisher-relation/
1196,the-faber-jackson-relation,The Faber-Jackson Relation,astronomy,Empirical,1976,Sandra Faber and Robert Jackson,https://conyso.com/lawtome/laws/the-faber-jackson-relation/
1197,the-jeans-instability,The Jeans Instability,astronomy,Heuristic,1902,James Jeans,https://conyso.com/lawtome/laws/the-jeans-instability/
1198,thorndikes-law-of-effect,Thorndike's Law of Effect,psychology,Empirical,1911,Edward Thorndike,https://conyso.com/lawtome/laws/thorndikes-law-of-effect/
1199,the-premack-principle,The Premack Principle,psychology,Empirical,1965,David Premack,https://conyso.com/lawtome/laws/the-premack-principle/
1200,flashbulb-memory,Flashbulb Memory,psychology,Empirical,1977,,https://conyso.com/lawtome/laws/flashbulb-memory/
1201,the-misinformation-effect,The Misinformation Effect,psychology,Empirical,1974,,https://conyso.com/lawtome/laws/the-misinformation-effect/
1202,the-semmelweis-reflex,The Semmelweis Reflex,psychology,Heuristic,,Ignaz Semmelweis,https://conyso.com/lawtome/laws/the-semmelweis-reflex/
1203,naive-realism,Naïve Realism,psychology,Empirical,,,https://conyso.com/lawtome/laws/naive-realism/
1204,the-actor-observer-bias,The Actor-Observer Bias,psychology,Contested,1971,,https://conyso.com/lawtome/laws/the-actor-observer-bias/
1205,the-rashomon-effect,The Rashomon Effect,psychology,Heuristic,,,https://conyso.com/lawtome/laws/the-rashomon-effect/
1206,the-environmental-kuznets-curve,The Environmental Kuznets Curve,economics,Contested,1991,Simon Kuznets,https://conyso.com/lawtome/laws/the-environmental-kuznets-curve/
1207,the-heckscher-ohlin-model,The Heckscher-Ohlin Model,economics,Contested,1933,Eli Heckscher and Bertil Ohlin,https://conyso.com/lawtome/laws/the-heckscher-ohlin-model/
1208,the-lorentz-transformation,The Lorentz Transformation,physics,Empirical,1905,Hendrik Antoon Lorentz,https://conyso.com/lawtome/laws/the-lorentz-transformation/
1209,the-weibull-distribution,The Weibull Distribution,statistics,Empirical,1951,Waloddi Weibull,https://conyso.com/lawtome/laws/the-weibull-distribution/
1210,the-no-cloning-theorem,The No-Cloning Theorem,physics,Empirical,1982,,https://conyso.com/lawtome/laws/the-no-cloning-theorem/
1211,the-cnn-effect,The CNN Effect,media,Contested,1991,,https://conyso.com/lawtome/laws/the-cnn-effect/
1212,the-freundlich-adsorption-isotherm,The Freundlich Adsorption Isotherm,chemistry,Empirical,1909,Herbert Freundlich,https://conyso.com/lawtome/laws/the-freundlich-adsorption-isotherm/
1213,the-nernst-heat-theorem,The Nernst Heat Theorem,chemistry,Empirical,1906,Walther Nernst,https://conyso.com/lawtome/laws/the-nernst-heat-theorem/
1214,yagni,YAGNI,software,Heuristic,,,https://conyso.com/lawtome/laws/yagni/
1215,dry,The DRY Principle,software,Heuristic,1999,,https://conyso.com/lawtome/laws/dry/
1216,kiss-principle,The KISS Principle,software,Heuristic,,Kelly Johnson,https://conyso.com/lawtome/laws/kiss-principle/
1217,the-liskov-substitution-principle,The Liskov Substitution Principle,software,Heuristic,1987,Barbara Liskov,https://conyso.com/lawtome/laws/the-liskov-substitution-principle/
1218,the-law-of-demeter,The Law of Demeter,software,Heuristic,1987,Demeter,https://conyso.com/lawtome/laws/the-law-of-demeter/
1219,knuths-optimization-principle,Knuth's Optimization Principle,software,Heuristic,1974,Donald Knuth,https://conyso.com/lawtome/laws/knuths-optimization-principle/
1220,solid,SOLID,software,Heuristic,2000,,https://conyso.com/lawtome/laws/solid/
1221,the-single-responsibility-principle,The Single Responsibility Principle,software,Heuristic,2000,Robert C. Martin,https://conyso.com/lawtome/laws/the-single-responsibility-principle/
1222,separation-of-concerns,Separation of Concerns,software,Heuristic,1974,Edsger W. Dijkstra,https://conyso.com/lawtome/laws/separation-of-concerns/
1223,the-principle-of-least-astonishment,The Principle of Least Astonishment,software,Heuristic,1967,,https://conyso.com/lawtome/laws/the-principle-of-least-astonishment/
1224,the-bus-factor,The Bus Factor,software,Heuristic,1994,,https://conyso.com/lawtome/laws/the-bus-factor/
1225,the-horn-effect,The Horn Effect,psychology,Heuristic,1920,,https://conyso.com/lawtome/laws/the-horn-effect/
1226,the-overconfidence-effect,The Overconfidence Effect,psychology,Empirical,1960,,https://conyso.com/lawtome/laws/the-overconfidence-effect/
1227,the-impostor-phenomenon,The Impostor Phenomenon,psychology,Contested,1978,,https://conyso.com/lawtome/laws/the-impostor-phenomenon/
1228,the-friedman-doctrine,The Friedman Doctrine,economics,Contested,1970,Milton Friedman,https://conyso.com/lawtome/laws/the-friedman-doctrine/
